pmid;pmcid;doi;publisher_id;journal;journal_domain;journal_field;journal_subfield;n_authors;is_plos;is_bmc;title;n_references_tot;n_references;has_das;das_encouraged;das_required;das;p_year;p_month;has_month;n_cit_2;n_cit_3;n_cit_5;n_cit_tot;h_index_min;h_index_max;h_index_mean;h_index_median;das_class;j_lower
28222791.0;5320668;10.1186/s13059-017-1168-4;1168;Genome Biology;Applied Sciences;Enabling & Strategic Technologies;Bioinformatics;8;False;True;epiG: statistical inference and profiling of DNA methylation from whole-genome bisulfite sequencing data;40;35;True;True;True;An implementation of the model and inference procedure are available in the R package epiG. The package is available on GitHub (github.com/vincent-dk/epiG) under the GNU General Public License version 2 (https://www.gnu.org/licenses). Further details about the implementation of epiG can be found in Additional file 1. Essential scripts used for data analysis and how to use epiG are also available on GitHub (github.com/vincent-dk/using-epiG). The version of the software used for this publication is available and assigned to doi:10.5281/zenodo.229860 (epiG software) and doi:10.5281/zenodo.229861 (primary scripts). Details on how Bis-SNP is run can be found in Additional file 1. GEO accession numbers for WGBS data used in this study are GSM1521762, GSM983645, GSM1204466, and GSM1204465, and for NOMe-seq data, GSE94361 (see also Table 2).;2017;2;True;1;1;1;1;0.0;6.0;2.75;3.0;3;genome biology
27765066.0;5073889;10.1186/s13059-016-1070-5;1070;Genome Biology;Applied Sciences;Enabling & Strategic Technologies;Bioinformatics;11;False;True;Estimating the population abundance of tissue-infiltrating immune and stromal cell populations using gene expression;27;26;True;True;True;The three microenvironment GEP series have been deposited as third-party reanalyses under GEO accession code GSE86370. mRNA mixtures were deposited under accession code GSE64385. The MCP-counter package used in this work has been deposited at http://dx.doi.org/10.5281/zenodo.61372 and the source code is freely available at http://github.com/ebecht/MCPcounter. The software is licensed under GNU General Public Licence v3.;2016;7;True;11;20;20;20;0.0;14.0;3.182;2.0;3;genome biology
28841684.0;5571969;10.1371/journal.pone.0183781;PONE-D-17-09550;PLoS ONE;General;General Science & Technology;General Science & Technology;9;True;False;Infection with purified Piscine orthoreovirus demonstrates a causal relationship with heart and skeletal muscle inflammation in Atlantic salmon;38;34;True;True;True;Excel files comprising all relevant data are available from the Zenodo database. https://doi.org/10.5281/zenodo.343744 The complete genome sequence of the PRV strain from the present study (NOR2012- V3621) has been deposited in GenBank under accession numbers KY429943- KY429952.;2017;7;True;4;4;4;4;0.0;6.0;2.778;3.0;3;plos one
29136658.0;5685633;10.1371/journal.pone.0188205;PONE-D-17-29624;PLoS ONE;General;General Science & Technology;General Science & Technology;9;True;False;Community ecology in 3D: Tensor decomposition reveals spatio-temporal dynamics of large ecological communities;57;12;True;True;True;"Data is openly accessible from ICES website (DATRAS; http://datras.ices.dk/). A version of the data, cured and transformed into a tensor is available together with a R script presenting Tensor Decomposition (https://github.com/rfrelat/Multivariate2D3D, 10.5281/zenodo.831739).";2017;7;True;1;1;1;1;0.0;1.0;0.444;0.0;3;plos one
26653891.0;4676162;10.1186/s13059-015-0844-5;844;Genome Biology;Applied Sciences;Enabling & Strategic Technologies;Bioinformatics;12;False;True;MAST: a flexible statistical framework for assessing transcriptional changes and characterizing heterogeneity in single-cell RNA sequencing data;35;32;True;True;True;MAST is available as an R package (http://www.github.com/RGLab/MAST, doi: 10.5281/zenodo.18539), released under the GPL license. All data and results presented in this paper—including code to reproduce the results—are available at: (http://github.com/RGLab/MASTdata/archive/v1.0.1.tar.gz, doi: 10.5281/zenodo.19041). Raw data files have been submitted to NCBI’s sequence read archive under project accession SRP059458.;2015;7;True;10;32;43;43;0.0;8.0;3.083;3.0;3;genome biology
27654937.0;5031330;10.1186/s13059-016-1050-9;1050;Genome Biology;Applied Sciences;Enabling & Strategic Technologies;Bioinformatics;3;False;True;Cancer biomarker discovery is improved by accounting for variability in general levels of drug sensitivity in pre-clinical models;42;38;True;True;True;We used the R package knitr to provide all R code and data to reproduce the results in this paper as a set of HTML-based reports at the following link. This file also contains an “index.html” file that describes the content of each script and a link to the HTML output of each script from knitr: https://zenodo.org/record/60668 (DOI: 10.5281/zenodo.60668). We also created an R package called “glds,” which includes functions for applying the GLDS approach to datasets. This package, which includes a vignette demonstrating a simple use case, can be downloaded from GitHub at: https://github.com/paulgeeleher/glds (DOI: 10.5281/zenodo.60663). All software is released under a GPL open source license.;2016;7;True;3;3;3;3;3.0;11.0;5.667000000000001;3.0;1;genome biology
27448411.0;4957903;10.1186/s12909-016-0710-5;710;BMC Medical Education;Applied Sciences;Information & Communication Technologies;Medical Informatics;3;False;True;Content and discontent: a qualitative exploration of obstacles to elearning engagement in medical students;29;26;True;True;True;The dataset supporting the conclusions of this article is available in the the Zenodo repository https://zenodo.org/record/48249;2016;7;True;2;2;2;2;0.0;0.0;0.0;0.0;3;bmc medical education
27166679.0;4864286;10.1371/journal.pgen.1006024;PGENETICS-D-15-03158;PLoS Genetics;Health Sciences;Biomedical Research;Developmental Biology;7;True;False;Codon-Driven Translational Efficiency Is Stable across Diverse Mammalian Cell States;69;69;True;True;True;High throughput sequencing data from this study have been deposited under ArrayExpress accession numbers E-MTAB-4046, E-MTAB-2326, and E-MTAB-958 (Pol III ChIP-seq) and E-MTAB-4052 and E-MTAB-2328 (RNA-seq). Additional data and code are available under github.com/klmr/codons/tree/publication (10.5281/zenodo.49841) and atfigshare.com/s/2595e5fb890a773cb9b1 (10.6084/m9.figshare.2056227).;2016;5;True;4;6;6;6;0.0;7.0;3.714;4.0;3;plos genetics
26752560.0;4713870;10.1371/journal.pone.0146563;PONE-D-15-36976;PLoS ONE;General;General Science & Technology;General Science & Technology;6;True;False;Propofol Pharmacokinetics and Estimation of Fetal Propofol Exposure during Mid-Gestational Fetal Surgery: A Maternal-Fetal Sheep Model;29;29;True;True;True;The authors have uploaded and shared the data with DOI number 10.5281/zenodo.35672.;2016;1;True;1;1;1;1;0.0;7.0;2.0;1.0;3;plos one
27997569.0;5172587;10.1371/journal.pone.0168173;PONE-D-16-32346;PLoS ONE;General;General Science & Technology;General Science & Technology;8;True;False;Three-Dimensional Arrangement of Human Bone Marrow Microvessels Revealed by Immunohistology in Undecalcified Sections;43;27;True;True;True;All relevant data are to be found within the paper, its Supporting Information files and at the Zenodo repository (https://zenodo.org/communities/km3d).;2016;7;True;0;0;0;0;0.0;1.0;0.25;0.0;2;plos one
28658285.0;5489171;10.1371/journal.pone.0179289;PONE-D-16-26753;PLoS ONE;General;General Science & Technology;General Science & Technology;2;True;False;Shared acoustic codes underlie emotional communication in music and speech—Evidence from deep transfer learning;65;18;True;True;True;Dataset and full explanation on how to obtain data not curated by the authors available here: https://zenodo.org/record/345944.WTZdgl2qNFQ.;2017;6;True;1;1;1;1;0.0;1.0;0.5;0.5;1;plos one
29855333.0;5984373;10.1186/s13059-018-1438-9;1438;Genome Biology;Applied Sciences;Enabling & Strategic Technologies;Bioinformatics;6;False;True;UMI-count modeling and differential expression analysis for single-cell RNA sequencing;50;38;True;True;True;The Rh41 scRNA-seq dataset and the bulk RNA-seq data for sorted CD44high and CD44low subpopulations generated in this study have been deposited in GEO under the accession number GSE113660 [47]. The functions used for the data analysis are included in the NBID package under a MIT license, which can be installed from Bitbucket (https://bitbucket.org/Wenan/nbid) [48]. The source code is also uploaded with DOI URL: 10.5281/zenodo.1225670 [49]. The codes for data QC and DE analysis using other packages can be downloaded from https://bitbucket.org/Wenan/scrna_qc_de [50]. The public datasets we use in this paper are from Ziegenhain et al. [12], Zheng et al. [8], Grun et al. [20], Jatin et al. [21], Klein et al. [7], Islam et al. [22], and Scialdone et al. [23].;2018;5;True;0;0;0;0;1.0;20.0;9.667;9.0;3;genome biology
26445281.0;4596480;10.1371/journal.pone.0140171;PONE-D-15-30083;PLoS ONE;General;General Science & Technology;General Science & Technology;7;True;False;Modelling Blood Flow and Metabolism in the Preclinical Neonatal Brain during and Following Hypoxic-Ischaemia;57;50;True;True;True;The models and all data are published as open source software, hosted on GitHub at https://github.com/bcmd/bphi, and the release is archived by Zenodo with DOI: 10.5281/zenodo.17575.;2015;7;True;0;2;2;2;1.0;6.0;3.0;2.0;3;plos one
29176892.0;5703534;10.1371/journal.pone.0188586;PONE-D-17-25418;PLoS ONE;General;General Science & Technology;General Science & Technology;3;True;False;Tobacco consumption and nicotine dependence in Bengo Province, Angola: A community-based survey;36;19;True;True;True;The anonymised data set is freely available in Zenodo database (DOI: 10.5281/zenodo.995685).;2017;7;True;0;0;0;0;0.0;7.0;3.333;3.0;3;plos one
30312315.0;6211771;10.1371/journal.pcbi.1006527;PCOMPBIOL-D-18-00113;PLoS Computational Biology;Applied Sciences;Enabling & Strategic Technologies;Bioinformatics;5;True;False;State dependence of stimulus-induced variability tuning in macaque MT;107;105;True;True;True;Data and code to generate figures are available from Zenodo at https://doi.org/10.5281/zenodo.1443493.;2018;10;True;0;0;0;0;0.0;11.0;2.8;1.0;3;plos computational biology
28426817.0;5398548;10.1371/journal.pone.0175683;PONE-D-16-41022;PLoS ONE;General;General Science & Technology;General Science & Technology;17;True;False;Evaluation of machine learning algorithms and structural features for optimal MRI-based diagnostic prediction in psychosis;37;30;True;True;True;Data are available from doi:10.5281/zenodo.460878. The MRIPredict software can be accessed through https://www.nitrc.org/projects/mripredict/.;2017;4;True;1;1;1;1;0.0;6.0;1.235;1.0;3;plos one
28750660.0;5530528;10.1186/s13059-017-1267-2;1267;Genome Biology;Applied Sciences;Enabling & Strategic Technologies;Bioinformatics;11;False;True;ReMixT: clone-specific genomic structure estimation in cancer;31;27;True;True;True;ReMixT is written in Python and C++. Source code is available at http://bitbucket.org/dranew/remixt, released under the MIT license. The version of ReMixT used for this manuscript has been published on http://zenodo.org with doi: http://dx.doi.org/10.5281/zenodo.819479. High-grade serous ovarian cancer We used previously published data [23] available from the European Genome-phenome Archive (http://www.ebi.ac.uk/ega/) under accession number [EGA:S00001000547]. Breast cancer We used previously published data [28] available from the European Genome-phenome Archive (http://www.ebi.ac.uk/ega/) under accession number [EGA:S00001002170].;2017;7;True;1;1;1;1;0.0;9.0;3.636;4.0;3;genome biology
29343220.0;5772720;10.1186/s12879-018-2944-9;2944;BMC Infectious Diseases;Health Sciences;Biomedical Research;Microbiology;37;False;True;Antimicrobial resistance of Neisseria gonorrhoeae in Germany: low levels of cephalosporin resistance, but high azithromycin resistance;45;34;True;True;True;The data sets generated and analysed during the current study are available in the ZENODO. (10.5281/zenodo.437583).;2018;1;True;0;0;0;0;0.0;6.0;1.189;1.0;2;bmc infectious diseases
30332446.0;6192618;10.1371/journal.pone.0205250;PONE-D-18-04201;PLoS ONE;General;General Science & Technology;General Science & Technology;2;True;False;LexiRumah: An online lexical database of the Lesser Sunda Islands;71;10;True;True;True;All relevant data are within the paper and its Supporting Information files. A copy of the data is also available from https://doi.org/10.5281/zenodo.1164782.;2018;7;True;0;0;0;0;0.0;1.0;0.5;0.5;2;plos one
29739316.0;5941560;10.1186/s12864-018-4718-6;4718;BMC Genomics;Applied Sciences;Enabling & Strategic Technologies;Bioinformatics;5;False;True;A genome-wide survey of mutations in the Jurkat cell line;40;38;True;True;True;Sequencing data is available at the NCBI Sequence Read Archive (SRA) study SRP101994 (https://www.ncbi.nlm.nih.gov/sra/SRP101994). Raw variant caller output files, filtered and merged variant calls, and variant effect information are available at Zenodo (https://zenodo.org/record/400615) [40]. The scripts used to produce this data are provided in a public repository at https://bitbucket.org/sulab/jurkat_variant_calling.;2018;5;True;0;0;0;0;0.0;8.0;3.8;4.0;3;bmc genomics
28129337.0;5271327;10.1371/journal.pone.0170046;PONE-D-16-41494;PLoS ONE;General;General Science & Technology;General Science & Technology;3;True;False;The Potential of Automatic Word Comparison for Historical Linguistics;66;11;True;True;True;The Supplementary Material contains additional results, as well as data and code to replicate the analyses. You can download it from: https://zenodo.org/badge/latestdoi/75610836 (DOI:10.5281/zenodo.192607).;2017;1;True;1;1;1;1;2.0;4.0;2.667;2.0;3;plos one
29856773.0;5983855;10.1371/journal.pone.0197715;PONE-D-18-01591;PLoS ONE;General;General Science & Technology;General Science & Technology;9;True;False;The right occipital lobe and poor insight in first-episode psychosis;65;59;True;True;True;The Cantabria Ethics Committee placed data sharing restrictions on the image data because the patient images cannot be de-identified. The SPM data has been deposited in a public repository (DOI: 10.5281/zenodo.1211475). Interested researchers can request the full data set by contacting the The Cantabria Ethics Committee at ceicc@idival.org.;2018;6;True;0;0;0;0;0.0;4.0;1.778;2.0;1;plos one
29689065.0;5915275;10.1371/journal.pone.0196257;PONE-D-17-44642;PLoS ONE;General;General Science & Technology;General Science & Technology;8;True;False;Effect of monotherapy with darunavir/cobicistat on viral load and semen quality of HIV-1 patients;43;32;True;True;True;All relevant data is available from Zenodo at: https://doi.org/10.5281/zenodo.1207797.;2018;4;True;0;0;0;0;0.0;3.0;0.625;0.0;3;plos one
28036339.0;5201286;10.1371/journal.pone.0167568;PONE-D-16-16350;PLoS ONE;General;General Science & Technology;General Science & Technology;4;True;False;Analysis of Practical Identifiability of a Viral Infection Model;64;32;True;True;True;Synthetic data and algorithms are available by adapting the R source code (that is publicly available at Github page https://github.com/smidr/plosone2016 and the corresponding DOI http://doi.org/10.5281/zenodo.167477) to each of the studied scenarios.;2016;7;True;1;1;1;1;2.0;4.0;2.75;2.5;3;plos one
30235288.0;6147490;10.1371/journal.pone.0204175;PONE-D-18-17506;PLoS ONE;General;General Science & Technology;General Science & Technology;5;True;False;Validation of a standardized MRI method for liver fat and T2* quantification;30;29;True;True;True;The phantom data used in this study are available from http://doi.org/10.5281/zenodo.48266 and are described in Journal Article DOI:10.1002/mrm.26228. The data underlying the results of our phantom data analysis reported in this manuscript are available from http://doi.org/10.5281/zenodo.1403265. The human data in this study are owned by a third party, the UK Biobank (www.ukbiobank.ac.uk) and legal constraints do not permit public sharing of the data. The UK Biobank, however, is open to all bona fide researchers anywhere in the world. Thus, the data used in this communication can be easily and directly accessed by applying through the UK Biobank Access Management System (www.ukbiobank.ac.uk/ register-apply).;2018;7;True;0;0;0;0;0.0;7.0;2.4;1.0;1;plos one
26061262.0;4462584;10.1371/journal.pone.0126946;PONE-D-14-40389;PLoS ONE;General;General Science & Technology;General Science & Technology;8;True;False;A Paleolatitude Calculator for Paleoclimate Studies;94;16;True;True;True;The code behind the website associated with our paper are available at DOI: 10.5281/zenodo.16166. See also http://dx.doi.org/10.5281/zenodo.16166.;2015;6;True;0;4;4;4;0.0;1.0;0.125;0.0;3;plos one
29763458.0;5953481;10.1371/journal.pone.0197370;PONE-D-17-26749;PLoS ONE;General;General Science & Technology;General Science & Technology;12;True;False;Immunity levels to poliovirus in Lao children and adults before the vaccine-derived poliovirus outbreak: A retrospective study;29;16;True;True;True;All relevant data are available from the zenodo database (DOI 10.5281/zenodo.830168).;2018;5;True;0;0;0;0;0.0;6.0;2.167;2.0;3;plos one
29587883.0;5872584;10.1186/s13073-018-0527-4;527;Genome Medicine;;;;67;False;True;Elevated polygenic burden for autism is associated with differential DNA methylation at birth;65;60;True;True;True;Given the nature of the MINERvA cohort, access to data can only be provided through secured systems which comply with the current Danish and EU data standards. To comply with the study’s ethical approval, access to the raw data is only available to qualified researchers upon request. All summary statistics and analysis scripts are available directly from the authors (please contact Jonas Grauholm at JOGR@ssi.dk). R scripts used to perform the analyses reported in this manuscript are available on GitHub (https://github.com/ejh243/MinervaASDEWAS.git) and have been archived in Zenado at https://zenodo.org/badge/latestdoi/116149862.;2018;3;True;2;2;2;2;0.0;14.0;3.448;3.0;1;genome medicine
28380064.0;5381784;10.1371/journal.pone.0173776;PONE-D-16-36770;PLoS ONE;General;General Science & Technology;General Science & Technology;4;True;False;A neural mass model of cross frequency coupling;67;53;True;True;True;The current work does not have any human recording data. Simulink/MATLAB code for the model is available at: https://zenodo.org/record/248829. Default parameters are set for amplitude-frequency coupling simulation. To obtain simulated data for other types of couplings, parameters P1 and P2 needs to be changed as listed in Table 2 of the manuscript (or as mentioned in the comments of Main.m file). The rest of the parameters are common for all types of couplings (See Table 1).;2017;4;True;0;0;0;0;0.0;5.0;2.0;1.5;1;plos one
30571777.0;6301655;10.1371/journal.pone.0208695;PONE-D-17-45337;PLoS ONE;General;General Science & Technology;General Science & Technology;5;True;False;Word sense disambiguation using hybrid swarm intelligence approach;68;4;True;True;True;Data are available from Zenodo (https://zenodo.org/record/1989461#.XAixCYr_w2w).;2018;7;True;0;0;0;0;0.0;1.0;0.8;1.0;3;plos one
26479500.0;4610678;10.1371/journal.pone.0140813;PONE-D-15-18941;PLoS ONE;General;General Science & Technology;General Science & Technology;4;True;False;Analysis of Attentional Bias towards Attractive and Unattractive Body Regions among Overweight Males and Females: An Eye-Movement Study;69;54;True;True;True;All data are available from: https://zenodo.org/record/31817.;2015;7;True;0;0;0;0;0.0;3.0;1.5;1.5;3;plos one
28753628.0;5533338;10.1371/journal.pone.0181992;PONE-D-16-35931;PLoS ONE;General;General Science & Technology;General Science & Technology;4;True;False;A fast and accurate zebra finch syllable detector;15;8;True;True;True;Song data used for training and testing are available at 10.17605/OSF.IO/BX76R The four software packages are available under Open Source licenses from DOIs listed in Appendix A of the manuscript, and also here: 10.5281/zenodo.43755510.5281/zenodo.43755710.5281/zenodo.43755910.5281/zenodo.437558.;2017;7;True;0;0;0;0;0.0;2.0;1.25;1.5;3;plos one
29409522.0;5800008;10.1186/s13072-018-0174-4;174;Epigenetics & Chromatin;;;;6;False;True;Systematic prediction of DNA shape changes due to CpG methylation explains epigenetic effects on protein–DNA binding;51;49;True;True;True;The datasets analyzed in the current study are available in GEO under Accession Numbers GSM723024 (DNase I cleavage data) [25] and GSE98652 (Pbx-Hox SELEX-seq data) [13]. Additional data and code used for analyses are available at 10.5281/zenodo.1119141 and 10.5281/zenodo.1117976. Methylated-DNA query tables are available for download at http://rohslab.usc.edu/EPCH2018/.;2018;2;True;2;2;2;2;0.0;6.0;3.0;3.5;3;epigenetics & chromatin
29495968.0;5833111;10.1186/s13059-018-1399-z;1399;Genome Biology;Applied Sciences;Enabling & Strategic Technologies;Bioinformatics;2;False;True;PATTERNA: transcriptome-wide search for functional RNA elements via structural data signatures;100;85;True;True;True;patteRNA is written in Python3, is multi-platform, and is multi-core enabled. The source code is freely available on GitHub at https://github.com/AviranLab/patteRNA under the BSD-2 license [98]. Data and scripts supporting the conclusions of this article are available on Zenodo at 10.5281/zenodo.1101243 [99]. The original data sets used in this study are available at the links listed in Additional file 2: Tables S1 and S3.;2018;3;True;1;1;1;1;1.0;3.0;2.0;2.0;3;genome biology
30496232.0;6264154;10.1371/journal.pone.0207996;PONE-D-18-03189;PLoS ONE;General;General Science & Technology;General Science & Technology;3;True;False;Feature engineering for sentiment analysis in e-health forums;80;9;True;True;True;The eDiseases dataset is available from: https://zenodo.org/record/1479354.;2018;7;True;0;0;0;0;0.0;1.0;0.667;1.0;3;plos one
29874295.0;5991408;10.1371/journal.pone.0198335;PONE-D-18-00843;PLoS ONE;General;General Science & Technology;General Science & Technology;5;True;False;A scalable method to improve gray matter segmentation at ultra high field MRI;94;56;True;True;True;All data are openly accessible and can be downloaded from: https://zenodo.org/record/1117858 (https://doi.org/10.5281/zenodo.1206163).;2018;6;True;0;0;0;0;0.0;6.0;1.4;0.0;3;plos one
29724236.0;5934880;10.1186/s13063-018-2651-2;2651;Trials;Health Sciences;Clinical Medicine;General & Internal Medicine;4;False;True;Patient consent to publication and data sharing in industry and NIH-funded clinical trials;22;17;True;True;True;The datasets generated and/or analysed during the current study are available here: 10.5281/zenodo.1231072.;2018;5;True;0;0;0;0;0.0;4.0;1.0;0.0;3;trials
29261703.0;5736202;10.1371/journal.pone.0189418;PONE-D-17-19492;PLoS ONE;General;General Science & Technology;General Science & Technology;5;True;False;Transhumeral loading during advanced upper extremity activities of daily living;23;19;True;True;True;All motion capture data are available from the Zenodo repository at the following URL: https://doi.org/10.5281/zenodo.1040453.;2017;7;True;0;0;0;0;0.0;2.0;0.4;0.0;3;plos one
30261000.0;6160042;10.1371/journal.pone.0204425;PONE-D-18-13446;PLoS ONE;General;General Science & Technology;General Science & Technology;7;True;False;An improved machine learning pipeline for urinary volatiles disease detection: Diagnosing diabetes;28;15;True;True;True;The code and data used for this work have been deposited into Zenodo, doi:10.5281/zenodo.1419251.;2018;7;True;0;0;0;0;0.0;6.0;2.714;3.0;3;plos one
28728553.0;5520299;10.1186/s12939-017-0619-6;619;International Journal for Equity in Health;Health Sciences;Public Health & Health Services;Public Health;8;False;True;Supporting and retaining Village Health Teams: an assessment of a community health worker program in two Ugandan districts;44;21;True;True;True;The dataset supporting the conclusions of this article is available in the Zenodo repository, DOI 10.5281/zenodo.56160. Available online at <https://zenodo.org/record/56160>. The survey used to collect data from VHT respondents is available in the supplemental materials.;2017;7;True;2;2;2;2;0.0;1.0;0.25;0.0;3;international journal for equity in health
29694437.0;5918993;10.1371/journal.pone.0196207;PONE-D-17-29365;PLoS ONE;General;General Science & Technology;General Science & Technology;3;True;False;A molecular dynamics study of adenylyl cyclase: The impact of ATP and G-protein binding;71;57;True;True;True;The molecular dynamics trajectories used in this work are available for download at the DOI: 10.5281/zenodo.1213125.;2018;4;True;0;0;0;0;0.0;5.0;2.667;3.0;3;plos one
27902717.0;5130206;10.1371/journal.pone.0166566;PONE-D-16-27335;PLoS ONE;General;General Science & Technology;General Science & Technology;5;True;False;Could Google Trends Be Used to Predict Methamphetamine-Related Crime? An Analysis of Search Volume Data in Switzerland, Germany, and Austria;35;27;True;True;True;Data are available from the Zenodo repository at https://zenodo.org/record/57275.;2016;7;True;3;4;4;4;0.0;3.0;1.4;2.0;3;plos one
29684047.0;5912755;10.1371/journal.pone.0195437;PONE-D-17-26806;PLoS ONE;General;General Science & Technology;General Science & Technology;5;True;False;Effect of hypnotic suggestion on knee extensor neuromuscular properties in resting and fatigued states;43;37;True;True;True;The data underlying the study are available at the Zenodo repository (https://doi.org/10.5281/zenodo.1213604).;2018;4;True;0;0;0;0;0.0;3.0;0.8;0.0;3;plos one
30444917.0;6239313;10.1371/journal.pone.0207498;PONE-D-18-26273;PLoS ONE;General;General Science & Technology;General Science & Technology;5;True;False;MAIA—A machine learning assisted image annotation method for environmental monitoring and exploration;30;5;True;True;True;The dataset of the results can be accessed at https://doi.org/10.5281/zenodo.1453836.;2018;7;True;0;0;0;0;0.0;3.0;1.4;2.0;3;plos one
29584755.0;5871325;10.1371/journal.pone.0194050;PONE-D-17-31643;PLoS ONE;General;General Science & Technology;General Science & Technology;5;True;False;Flexibility evaluation of multiechelon supply chains;31;2;True;True;True;All relevant data are available from Zenodo at: https://doi.org/10.5281/zenodo.1185470.;2018;3;True;1;1;1;1;0.0;0.0;0.0;0.0;3;plos one
26675588.0;4682957;10.1371/journal.pone.0144503;PONE-D-15-29582;PLoS ONE;General;General Science & Technology;General Science & Technology;13;True;False;Size Distribution of Sperm Whales Acoustically Identified during Long Term Deep-Sea Monitoring in the Ionian Sea;60;19;True;True;True;All the relevant data are available via Zenodo (DOI:10.5281/zenodo.33202).;2015;7;True;2;2;2;2;0.0;1.0;0.385;0.0;3;plos one
27094398.0;4837558;10.1186/s13014-016-0634-6;634;Radiation Oncology (London, England);Health Sciences;Clinical Medicine;Oncology & Carcinogenesis;13;False;True;Whole brain radiotherapy with adjuvant or concomitant boost in brain metastasis: dosimetric comparison between helical and volumetric IMRT technique;40;18;True;True;True;Open access dataset on https://zenodo.org/deposit/92796/.;2016;4;True;0;0;0;0;0.0;2.0;0.231;0.0;3;radiation oncology (london, england)
29489855.0;5830290;10.1371/journal.pone.0192346;PONE-D-17-39469;PLoS ONE;General;General Science & Technology;General Science & Technology;2;True;False;Mammalian carnivore occupancy is inversely related to presence of domestic dogs in the high Andes of Ecuador;90;8;True;True;True;The data underlying this study have been uploaded to Zenodo and are accessible using the following DOI: 10.5281/zenodo.1161820.;2018;2;True;0;0;0;0;0.0;0.0;0.0;0.0;3;plos one
30445993.0;6238331;10.1186/s13059-018-1568-0;1568;Genome Biology;Applied Sciences;Enabling & Strategic Technologies;Bioinformatics;3;False;True;KrakenUniq: confident and fast metagenomics classification using unique k-mer counts;37;24;True;True;True;KrakenUniq is implemented in C++ and Perl. Its source code is available at https://github.com/fbreitwieser/krakenuniq [33], licensed under GPL3. The version used in the manuscript is permanently available under 10.5281/zenodo.1412647. Analysis scripts for the results of this manuscript are available at https://github.com/fbreitwieser/krakenuniq-manuscript-code. Additional information and manual are available at http://ccb.jhu.edu/software/krakenuniq. [34]. The datasets of McIntyre et al. are available at https://ftp-private.ncbi.nlm.nih.gov/nist-immsa/IMMSA [35]. The sequencing datasets of Salzberg et al. are available under the BioProject accession PRJNA314149 [36]. Note that human reads have been filtered. The test datasets generated by sampling reads from bacterial isolate SRA experiments are available at ftp://ftp.ccb.jhu.edu/pub/software/krakenuniq/SraSampledDatasets [37].;2018;7;True;0;0;0;0;0.0;1.0;0.33299999999999996;0.0;3;genome biology
30550562.0;6294357;10.1371/journal.pone.0200856;PONE-D-18-18722;PLoS ONE;General;General Science & Technology;General Science & Technology;7;True;False;Predictors of malaria Rapid Diagnostic Tests’ utilisation among healthcare workers in Zamfara State;30;10;True;True;True;The data for this study has also been uploaded on Zenodo data repository. All relevant data for the paper can be found in the Zenodo data repository using the URL https://zenodo.org/record/1490733#.W_Q-Y-hKiUk (DOI: 10.5281/zenodo.1490733).;2018;7;True;0;0;0;0;0.0;2.0;0.857;0.0;3;plos one
28384276.0;5383262;10.1371/journal.pone.0175229;PONE-D-16-28864;PLoS ONE;General;General Science & Technology;General Science & Technology;6;True;False;Short-term effects of weather and air pollution on atopic dermatitis symptoms in children: A panel study in Korea;48;36;True;True;True;The dataset supporting the conclusions of this article is available from the Zenodo database [https://zenodo.org/deposit/124411/].;2017;4;True;2;2;2;2;0.0;4.0;2.833;3.5;3;plos one
29088275.0;5663489;10.1371/journal.pone.0187287;PONE-D-17-06338;PLoS ONE;General;General Science & Technology;General Science & Technology;3;True;False;EAMA: Empirically adjusted meta-analysis for large-scale simultaneous hypothesis testing in genomic experiments;26;17;True;True;True;Data are available at https://zenodo.org/record/16006#.WIYmc1MrLIU and also as supporting information.;2017;7;True;0;0;0;0;0.0;5.0;3.333;5.0;3;plos one
30509321.0;6276217;10.1186/s13104-018-3959-4;3959;BMC Research Notes;Applied Sciences;Enabling & Strategic Technologies;Bioinformatics;3;False;True;Evaluation of MCQs from MOOCs for common item writing flaws;9;6;True;True;True;The data described in this data note can be freely and openly accessed on Zenodo at 10.5281/zenodo.1487858 [9]. Please see Table 1 for details and links to the data.;2018;7;True;0;0;0;0;0.0;2.0;0.667;0.0;1;bmc research notes
29698443.0;5919614;10.1371/journal.pone.0196420;PONE-D-17-29707;PLoS ONE;General;General Science & Technology;General Science & Technology;4;True;False;Representation control increases task efficiency in complex graphical representations;52;13;True;True;True;The dataset supporting the conclusions of this article and the Adobe Air installer for running the experiment are available in the Zenodo repository [https://doi.org/10.5281/zenodo.1183626]. The analysis script was updated in version 2.;2018;4;True;0;0;0;0;0.0;0.0;0.0;0.0;3;plos one
28002477.0;5176309;10.1371/journal.pone.0168393;PONE-D-16-22492;PLoS ONE;General;General Science & Technology;General Science & Technology;5;True;False;Lake Metabolism: Comparison of Lake Metabolic Rates Estimated from a Diel CO2- and the Common Diel O2-Technique;37;2;True;True;True;Data are available at https://doi.org/10.5281/zenodo.160315.;2016;7;True;0;0;0;0;0.0;0.0;0.0;0.0;3;plos one
26214849.0;4516352;10.1371/journal.pone.0133436;PONE-D-15-04826;PLoS ONE;General;General Science & Technology;General Science & Technology;5;True;False;Characteristics and Propagation of Airgun Pulses in Shallow Water with Implications for Effects on Small Marine Mammals;56;20;True;True;True;All relevant data are available via Zenodo (DOI: 10.5281/zenodo.19780).;2015;7;True;0;1;1;1;0.0;1.0;0.4;0.0;3;plos one
